polygon_id,area_ha,road_distance_m,village_distance_m,waterway_distance_m,protected_area,vulnerability_score,disturbance_score,risk_score,risk_class,reforestation_suitability,reforestation_priority
355,0.1277433596058078,147.00698926588407,497.5549213958709,1637.3541112021858,True,0.9404564153434404,0.0005109325082871,0.5704836739258637,High,Moderately Suitable,High
356,0.5601039057508237,89.96550872395643,284.1235203483135,1555.1861620880832,True,0.952034842961061,0.011698633592399,0.5818667382767301,High,Moderately Suitable,High
357,0.6681767357861679,1151.7813494485044,3639.009111106148,3285.286786259213,True,0.751594978785918,0.0144951110428274,0.4830450449143727,Moderate,Moderately Suitable,Medium
358,0.216181087666943,40.52448711007459,214.87703946375075,1462.6488735503874,True,0.9588505879418354,0.0027993348033802,0.5808249613726079,High,Moderately Suitable,High
359,0.1866919158971418,608.4709679488147,2789.5247933784067,111.7687221508988,True,0.8816861744153265,0.002036277114791,0.5418612257650588,High,Suitable,High
360,0.1080899155521644,309.86380645069704,926.3522018311668,1327.5672372802146,True,0.9264396684992496,2.382735867031236e-06,0.5632210256175583,High,Moderately Suitable,High
361,1.680317778251034,121.63748900351872,335.21462581182084,1516.071869422301,True,0.949839007120874,0.0406851312447641,0.5952620691828191,High,Moderately Suitable,High
362,0.137568965592212,327.08038252062306,1009.9818996047665,1297.3332735348563,True,0.9236602299857228,0.0007651785159912,0.562212704250857,High,Moderately Suitable,High
363,2.181457484558151,49.08262449265438,377.7516423977586,1384.216515629206,True,0.9550908997042744,0.0536525522676415,0.604371725985958,High,Moderately Suitable,High
364,0.1179170643441234,33.762213326806744,142.37047271219345,1398.4647624769398,True,0.9630685033153084,0.0002566686649921,0.5816625859901503,High,Moderately Suitable,High
365,0.1179176368587554,466.94929516313584,731.7496155765871,1571.6401709132683,True,0.9193834704291431,0.0002566834793007,0.559820076954222,High,Moderately Suitable,High
366,0.2063547668240477,13.083032274274288,137.04314561719994,1328.047652271883,True,0.9659256603194768,0.0025450702981493,0.5842353653088131,High,Moderately Suitable,High
367,0.2260091123574565,489.1044872121878,654.3855310738245,1493.0800208885946,True,0.9227417630383704,0.0030536433971339,0.5628977032177522,High,Moderately Suitable,High
368,0.6780250169388399,82.30084706930482,98.52324484547724,1283.9963405768349,True,0.964970295487666,0.0147499437899658,0.5898601196388159,High,Moderately Suitable,High
369,1.012125076984997,250.03769836587568,278.4147232105787,1354.4186997761246,True,0.9495334155653008,0.0233950702644026,0.5864642429148517,High,Moderately Suitable,High
370,0.1080909183054171,25.840208667834336,211.73456304119708,1155.4969027026511,True,0.9670989303056488,2.4086829700967504e-06,0.5835506694943094,High,Moderately Suitable,High
371,0.2358347296129704,56.28010775723804,294.73447629550225,1125.9223646397502,True,0.9636994924180048,0.003307889696436,0.5835036910572204,High,Moderately Suitable,High
372,0.3144482045672238,577.4506036250345,675.3357943174824,1391.9445601439836,True,0.9203483303626588,0.0053420809907464,0.5628452056767026,High,Moderately Suitable,High
373,0.1179175079467988,71.24181383910525,305.9420461403444,1078.4799193913088,True,0.9637824843865463,0.0002566801435929,0.5820195822650697,High,Moderately Suitable,High
